fiyat;marka;seri;model;yil;km;vites;yakit;kasa;renk;motorHacmi;motorGucu;cekis;yakitTuketimi;yakitDeposu;boyaDegisen;takas;kimden
205.000 TL;Renault;Clio;1.4 RT;1998;185.500 km;Düz;LPG & Benzin;Hatchback/3;Kırmızı;1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
320.000 TL;Renault;Clio;1.5 dCi Alize;2006;235.350 km;Düz;Dizel;Sedan;Bej;1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;1 değişen, 3 boyalı;-;Sahibinden
470.000 TL;Renault;Clio;1.5 dCi Joy;2013;228.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen, 4 boyalı;-;Sahibinden
355.000 TL;Renault;Clio;1.4 RTA;2001;236.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;Belirtilmemiş;-;Sahibinden
569.000 TL;Renault;Clio;1.5 dCi Joy;2015;151.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
615.000 TL;Renault;Clio;1.5 dCi Touch;2016;175.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
580.000 TL;Renault;Clio;1.5 dCi Joy;2019;173.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
410.000 TL;Renault;Clio;1.4 Authentique;2007;165.100 km;Düz;LPG & Benzin;Hatchback/5;Bej;1390 cc;98 hp;Önden Çekiş;6,6 lt;55 lt;Belirtilmemiş;-;Sahibinden
320.000 TL;Renault;Clio;1.5 dCi Authentique;2004;240.000 km;Düz;Dizel;Sedan;Şampanya;1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;1 değişen, 2 boyalı;-;Sahibinden
307.500 TL;Renault;Clio;1.4 RXT;2001;287.700 km;Düz;LPG & Benzin;Hatchback/5;Diğer;1390 cc;98 hp;Önden Çekiş;6,7 lt;50 lt;Tamamı boyalı;Takasa Uygun;Sahibinden
529.000 TL;Renault;Clio;1.5 dCi Joy;2016;155.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 4 boyalı;Takasa Uygun;Sahibinden
565.000 TL;Renault;Clio;1.5 dCi Icon;2014;119.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen, 2 boyalı;-;Sahibinden
510.000 TL;Renault;Clio;1.5 dCi Authentique Edition;2012;155.000 km;Düz;Dizel;Hatchback/5;Gri (metalik);1461 cc;75 hp;Önden Çekiş;4,4 lt;55 lt;Belirtilmemiş;-;Sahibinden
625.000 TL;Renault;Clio;1.5 dCi Touch;2014;84.500 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;3 boyalı;-;Sahibinden
518.000 TL;Renault;Clio;1.5 dCi Joy;2015;170.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
675.000 TL;Renault;Clio;1.5 dCi Icon;2016;150.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
350.000 TL;Renault;Clio;1.4 RNA;2001;316.051 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);-;-;-;-;-;Belirtilmemiş;-;Sahibinden
497.000 TL;Renault;Clio;1.5 dCi Grandtour Extreme;2012;230.000 km;Düz;Dizel;Station wagon;Gri (metalik);1461 cc;75 hp;Önden Çekiş;4,4 lt;55 lt;Tamamı orjinal;-;Sahibinden
510.000 TL;Renault;Clio;1.5 dCi Extreme;2012;190.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;-;-;-;-;-;1 değişen, 4 boyalı;-;Sahibinden
320.000 TL;Renault;Clio;1.4 RTA;2001;260.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;1 değişen, 5 boyalı;-;Sahibinden
385.000 TL;Renault;Clio;1.4 Authentique;2005;162.680 km;Düz;Benzin;Hatchback/3;Bej;1390 cc;98 hp;Önden Çekiş;6,6 lt;55 lt;4 boyalı;-;Sahibinden
254.500 TL;Renault;Clio;1.6 RTE;1999;297.000 km;Düz;LPG & Benzin;Hatchback/5;Mavi;1598 cc;90 hp;Önden Çekiş;7,2 lt;50 lt;1 değişen;Takasa Uygun Değil;Sahibinden
901.000 TL;Renault;Clio;1.0 TCe Touch;2023;6.001 km;Otomatik;Benzin;Hatchback/5;Kırmızı;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
580.000 TL;Renault;Clio;1.5 dCi Authentique Edition;2015;110.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;75 hp;Önden Çekiş;4,4 lt;55 lt;Belirtilmemiş;-;Sahibinden
385.000 TL;Renault;Clio;1.2 Authentique;2007;173.200 km;Düz;Benzin;Hatchback/5;Gri;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;-;Sahibinden
298.000 TL;Renault;Clio;1.4 RNA;2000;240.000 km;Düz;LPG & Benzin;Sedan;Kırmızı;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen, 3 boyalı;-;Sahibinden
760.000 TL;Renault;Clio;1.0 TCe Joy;2022;33.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
374.000 TL;Renault;Clio;1.2 Authentique;2004;175.000 km;Düz;LPG & Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;1 boyalı;-;Sahibinden
625.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2016;173.500 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;2 boyalı;-;Sahibinden
625.000 TL;Renault;Clio;1.5 dCi Joy;2016;114.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
595.000 TL;Renault;Clio;1.2 Touchrome;2017;96.000 km;Düz;Benzin;Hatchback/5;Gri;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;2 değişen, 6 boyalı;Takasa Uygun;Galeriden
718.000 TL;Renault;Clio;1.5 dCi Icon;2019;148.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 boyalı;-;Sahibinden
590.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2017;103.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
559.750 TL;Renault;Clio;1.2 SportTourer Joy;2013;94.000 km;Düz;Benzin;Station wagon;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
465.000 TL;Renault;Clio;1.2 Joy;2012;153.000 km;Düz;Benzin;Hatchback/5;Siyah;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;5 boyalı;Takasa Uygun;Sahibinden
607.000 TL;Renault;Clio;1.5 dCi Icon;2015;200.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 değişen, 2 boyalı;Takasa Uygun;Galeriden
315.000 TL;Renault;Clio;1.5 dCi Alize;2006;332.000 km;Düz;Dizel;Sedan;Beyaz;1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
705.000 TL;Renault;Clio;1.5 dCi Icon;2017;102.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
538.000 TL;Renault;Clio;1.5 dCi Touch;2013;146.000 km;Düz;Dizel;Hatchback/5;Siyah;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;3 boyalı;Takasa Uygun Değil;Sahibinden
650.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2016;186.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
350.000 TL;Renault;Clio;1.6 RXT;1999;197.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1598 cc;90 hp;Önden Çekiş;7,2 lt;50 lt;2 boyalı;Takasa Uygun;Sahibinden
640.000 TL;Renault;Clio;1.2 Joy;2018;43.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Belirtilmemiş;-;Sahibinden
600.000 TL;Renault;Clio;1.5 dCi Joy;2017;164.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
775.000 TL;Renault;Clio;1.3 TCe Touch;2020;48.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1332 cc;130 hp;Önden Çekiş;5,2 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
919.000 TL;Renault;Clio;1.0 TCe Touch;2023;6.001 km;Otomatik;Benzin;Hatchback/5;Kırmızı;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;-;Sahibinden
710.000 TL;Renault;Clio;1.0 SCe Joy;2023;6.100 km;Düz;Benzin;Hatchback/5;Mavi (metalik);999 cc;72 hp;Önden Çekiş;4,9 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
500.000 TL;Renault;Clio;1.5 dCi Joy;2014;179.000 km;Düz;Dizel;Hatchback/5;Gri;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;-;Sahibinden
399.000 TL;Renault;Clio;1.5 dCi Grandtour Authentique;2010;260.000 km;Düz;Dizel;Station wagon;Gri;1461 cc;65 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;-;Sahibinden
580.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2016;150.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;1 değişen;-;Sahibinden
636.500 TL;Renault;Clio;1.5 dCi Joy;2018;134.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
355.000 TL;Renault;Clio;1.5 dCi Authentique;2007;260.000 km;Düz;Dizel;Hatchback/5;Füme;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
405.000 TL;Renault;Clio;1.5 dCi Authentique;2007;429.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
325.000 TL;Renault;Clio;1.5 dCi Alize;2005;221.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;1 değişen, 2 boyalı;-;Sahibinden
715.000 TL;Renault;Clio;1.5 dCi Icon;2018;150.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
790.000 TL;Renault;Clio;1.5 dCi Icon;2019;76.850 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
465.000 TL;Renault;Clio;1.4 Extreme;2008;138.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
610.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2014;64.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;Tamamı orjinal;-;Sahibinden
790.000 TL;Renault;Clio;1.5 dCi Icon;2019;78.200 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (Gümüş);1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 boyalı;Takasa Uygun;Galeriden
295.000 TL;Renault;Clio;1.4 RNA;2000;280.000 km;Düz;LPG & Benzin;Sedan;Bordo;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
660.000 TL;Renault;Clio;1.0 SCe Joy;2023;11.500 km;Düz;Benzin;Hatchback/5;Kırmızı;999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
665.000 TL;Renault;Clio;1.2 Icon;2017;38.500 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
726.000 TL;Renault;Clio;1.0 TCe Touch;2023;15.500 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;-;Sahibinden
663.000 TL;Renault;Clio;1.0 SCe Joy;2020;53.000 km;Düz;Benzin;Hatchback/5;Gri (metalik);999 cc;72 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;-;Sahibinden
365.000 TL;Renault;Clio;1.4 RNA;2000;158.000 km;Düz;LPG & Benzin;Sedan;Bordo;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;3 boyalı;-;Sahibinden
320.000 TL;Renault;Clio;1.4 RNA;2001;239.000 km;Düz;Benzin;Sedan;Kırmızı;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen, 10 boyalı;-;Sahibinden
305.000 TL;Renault;Clio;1.5 dCi Alize;2006;255.000 km;Düz;Dizel;Sedan;Gri;1461 cc;65 hp;Önden Çekiş;5 lt;50 lt;2 değişen, 4 boyalı;-;Sahibinden
398.000 TL;Renault;Clio;1.4 Extreme;2008;243.000 km;Düz;LPG & Benzin;Sedan;Bej;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;-;Sahibinden
760.000 TL;Renault;Clio;1.0 TCe Joy;2022;6.001 km;Otomatik;Benzin;Hatchback/5;Mavi;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;-;Sahibinden
415.000 TL;Renault;Clio;1.5 dCi Authentique;2008;277.000 km;Düz;Dizel;Hatchback/5;Bej;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;4 boyalı;Takasa Uygun;Sahibinden
320.000 TL;Renault;Clio;1.4 RXT;2001;199.000 km;Düz;LPG & Benzin;Hatchback/5;Mavi (metalik);1390 cc;98 hp;Önden Çekiş;6,7 lt;50 lt;1 değişen, 11 boyalı;-;Sahibinden
725.000 TL;Renault;Clio;1.0 TCe Touch;2023;12.000 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
258.000 TL;Renault;Clio;1.4 RTA;2000;250.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;1 değişen, 12 boyalı;Takasa Uygun Değil;Galeriden
369.000 TL;Renault;Clio;1.4 Authentique;2004;270.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
644.950 TL;Renault;Clio;0.9 TCe Touch;2020;85.000 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;1 boyalı;Takasa Uygun;Galeriden
635.000 TL;Renault;Clio;1.5 dCi Icon;2014;207.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
385.000 TL;Renault;Clio;1.4 Dynamique;2004;171.000 km;Otomatik;LPG & Benzin;Hatchback/5;Kırmızı;1390 cc;98 hp;Önden Çekiş;6,7 lt;55 lt;4 değişen, 3 boyalı;Takasa Uygun;Galeriden
500.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2017;260.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
500.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2017;260.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
575.000 TL;Renault;Clio;1.5 dCi Icon;2013;220.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
450.000 TL;Renault;Clio;1.4 Authentique;2005;94.000 km;Düz;Benzin;Sedan;Gri (metalik);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen;Takasa Uygun Değil;Galeriden
695.000 TL;Renault;Clio;1.5 dCi Touch;2019;51.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 boyalı;Takasa Uygun;Galeriden
575.000 TL;Renault;Clio;0.9 TCe Joy;2020;45.000 km;Düz;Benzin;Hatchback/5;Kırmızı;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
693.000 TL;Renault;Clio;1.5 dCi Touch;2019;59.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
737.000 TL;Renault;Clio;1.3 TCe Touch;2020;29.850 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1332 cc;130 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
718.000 TL;Renault;Clio;1.3 TCe Touch;2020;57.111 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1332 cc;130 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
582.500 TL;Renault;Clio;1.5 dCi Touch;2014;215.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 değişen, 5 boyalı;Takasa Uygun;Galeriden
625.000 TL;Renault;Clio;1.2 Joy;2013;92.355 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
365.750 TL;Renault;Clio;1.4 RTA;2001;115.000 km;Düz;Benzin;Hatchback/5;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
650.000 TL;Renault;Clio;0.9 TCe Touch;2020;43.833 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
669.750 TL;Renault;Clio;1.0 SCe Joy;2023;11.000 km;Düz;Benzin;Hatchback/5;Lacivert;999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Yetkili Bayiden
875.000 TL;Renault;Clio;1.3 TCe Icon;2020;54.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1332 cc;130 hp;Önden Çekiş;5,2 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
550.000 TL;Renault;Clio;1.2 Joy;2013;115.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;1 boyalı;Takasa Uygun Değil;Sahibinden
398.000 TL;Renault;Clio;1.5 dCi Dynamique;2009;232.000 km;Düz;Dizel;Hatchback/5;Beyaz;1401 - 1600 cm3;-;-;-;-;1 boyalı;Takasa Uygun Değil;Sahibinden
410.000 TL;Renault;Clio;1.5 dCi Authentique;2007;245.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
510.000 TL;Renault;Clio;1.4 Authentique;2007;79.269 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1390 cc;98 hp;Önden Çekiş;6,7 lt;55 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
635.000 TL;Renault;Clio;0.9 TCe Joy;2020;49.000 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Belirtilmemiş;-;Sahibinden
850.000 TL;Renault;Clio;1.0 TCe Joy;2022;870 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
640.000 TL;Renault;Clio;1.5 dCi Grandtour Night & Day;2012;115.150 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;4,4 lt;55 lt;Belirtilmemiş;-;Sahibinden
619.000 TL;Renault;Clio;1.2 Icon;2016;144.000 km;Düz;Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;2 değişen;Takasa Uygun Değil;Sahibinden
475.000 TL;Renault;Clio;1.5 dCi Joy;2013;175.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;4 boyalı;-;Sahibinden
275.000 TL;Renault;Clio;1.4 RTA;2000;285.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1401 - 1600 cm3;51 - 75 HP;Önden Çekiş;-;-;7 boyalı;Takasa Uygun;Sahibinden
695.000 TL;Renault;Clio;1.0 SCe Joy;2020;25.900 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;72 hp;Önden Çekiş;4,9 lt;42 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
499.750 TL;Renault;Clio;0.9 TCe Icon;2012;190.000 km;Düz;LPG & Benzin;Hatchback/5;Mavi (metalik);898 cc;90 hp;Önden Çekiş;4,5 lt;45 lt;1 değişen, 1 boyalı;Takasa Uygun;Galeriden
520.000 TL;Renault;Clio;1.2 Icon;2013;152.500 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;1 değişen, 2 boyalı;Takasa Uygun;Sahibinden
155.000 TL;Renault;Clio;1.4 RN;1996;275.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1390 cc;75 hp;Önden Çekiş;43 lt;-;Belirtilmemiş;Takasa Uygun;Sahibinden
345.000 TL;Renault;Clio;1.4 RTA;2001;165.500 km;Düz;Benzin;Hatchback/5;Gri (Gümüş);1201 - 1400 cm3;51 - 75 HP;Önden Çekiş;-;-;1 değişen, 12 boyalı;Takasa Uygun;Sahibinden
829.000 TL;Renault;Clio;1.0 TCe Joy;2023;6.001 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
517.500 TL;Renault;Clio;1.5 dCi Joy;2014;212.500 km;Düz;Dizel;Hatchback/5;-;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 boyalı;-;Sahibinden
230.000 TL;Renault;Clio;-;2001;173.500 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;1 değişen, 1 boyalı;-;Sahibinden
639.900 TL;Renault;Clio;1.5 dCi SportTourer Joy;2019;86.630 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
645.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2016;115.000 km;Düz;Dizel;Station wagon;Gri;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 boyalı;-;Sahibinden
660.000 TL;Renault;Clio;1.2 Icon;2015;106.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Belirtilmemiş;-;Sahibinden
520.000 TL;Renault;Clio;1.5 dCi Joy;2013;204.500 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 2 boyalı;Takasa Uygun Değil;Sahibinden
255.000 TL;Renault;Clio;1.4 Authentique;2005;382.000 km;Düz;Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Tamamı boyalı;-;Sahibinden
260.000 TL;Renault;Clio;1.4 Authentique;2005;217.000 km;Düz;Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 boyalı;Takasa Uygun;Sahibinden
575.000 TL;Renault;Clio;1.2 Joy;2015;93.000 km;Düz;Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;3 boyalı;Takasa Uygun;Galeriden
650.000 TL;Renault;Clio;1.5 dCi Icon;2013;137.800 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;1 boyalı;Takasa Uygun;Sahibinden
530.000 TL;Renault;Clio;1.5 dCi Joy;2014;189.500 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;5 boyalı;Takasa Uygun;Sahibinden
310.000 TL;Renault;Clio;1.4 Expression;2002;218.800 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;4 boyalı;Takasa Uygun Değil;Sahibinden
318.000 TL;Renault;Clio;1.4 RNA;2000;258.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
915.000 TL;Renault;Clio;1.0 TCe Joy;2023;12.000 km;Otomatik;Benzin;Hatchback/5;Kırmızı;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
518.000 TL;Renault;Clio;1.5 dCi Joy;2016;176.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
